id,title,author,date,views,likes,link
774,How museums help communities heal,Honor Harger,June 2020,190000,5700,https://ted.com/talks/honor_harger_how_museums_help_communities_heal
775,What happened when the United States tried to ban alcohol ,Rod Phillips,July 2020,572000,17000,https://ted.com/talks/rod_phillips_what_happened_when_the_united_states_tried_to_ban_alcohol
776,Every day you live, you impact the planet,Jane Goodall,May 2020,2000000,61000,https://ted.com/talks/jane_goodall_every_day_you_live_you_impact_the_planet
777,A friendly, autonomous robot that delivers your food,Ali Kashani,June 2020,1800000,56000,https://ted.com/talks/ali_kashani_a_friendly_autonomous_robot_that_delivers_your_food
778,The transformative role of art during the pandemic,Anne Pasternak,June 2020,203000,6000,https://ted.com/talks/anne_pasternak_the_transformative_role_of_art_during_the_pandemic
779,The future of digital communication and privacy,Will Cathcart,June 2020,224000,6700,https://ted.com/talks/will_cathcart_the_future_of_digital_communication_and_privacy
780,The tale of the boy who tricked the Devil,Iseult Gillespie,July 2020,4400000,134000,https://ted.com/talks/iseult_gillespie_the_tale_of_the_boy_who_tricked_the_devil
781,The COVID-19 crisis is a chance to do capitalism differently,Mariana Mazzucato,June 2020,228000,6800,https://ted.com/talks/mariana_mazzucato_the_covid_19_crisis_is_a_chance_to_do_capitalism_differently
782,"""Peaceful Afternoon"" / ""Going To A Town""",Rufus Wainwright,May 2020,15000,463,https://ted.com/talks/rufus_wainwright_peaceful_afternoon_going_to_a_town
783,How COVID-19 impacted a global tech company and spurred innovation,Craig Silliman,June 2020,14000,449,https://ted.com/talks/craig_silliman_how_covid_19_impacted_a_global_tech_company_and_spurred_innovation
784,The greatest mathematician that never lived,Pratik Aghor,July 2020,2300000,70000,https://ted.com/talks/pratik_aghor_the_greatest_mathematician_that_never_lived
785,Africa is a sleeping giant — I'm trying to wake it up,Adeola Fayehun,May 2020,2300000,69000,https://ted.com/talks/adeola_fayehun_africa_is_a_sleeping_giant_i_m_trying_to_wake_it_up
786,The last chief of the Comanches and the fall of an empire,Dustin Tahmahkera,June 2020,277000,8300,https://ted.com/talks/dustin_tahmahkera_the_last_chief_of_the_comanches_and_the_fall_of_an_empire
787,Can you solve the Ragnarok riddle?,Dan Finkel,June 2020,4200000,128000,https://ted.com/talks/dan_finkel_can_you_solve_the_ragnarok_riddle
788,What do all languages have in common?,Cameron Morin,June 2020,872000,26000,https://ted.com/talks/cameron_morin_what_do_all_languages_have_in_common
789,Oberammergau,Far Flung,July 2020,1200000,36000,https://ted.com/talks/far_flung_oberammergau
790,Scenes from a Black trans life,D-L Stewart,March 2019,1800000,54000,https://ted.com/talks/d_l_stewart_scenes_from_a_black_trans_life
791,Can beauty open our hearts to difficult conversations?,Titus Kaphar,June 2020,260000,7800,https://ted.com/talks/titus_kaphar_can_beauty_open_our_hearts_to_difficult_conversations
792,How the pandemic will shape the near future,Bill Gates,June 2020,4600000,138000,https://ted.com/talks/bill_gates_how_the_pandemic_will_shape_the_near_future
793,The courage to live with radical uncertainty,Shekinah Elmore,March 2020,264000,7900,https://ted.com/talks/shekinah_elmore_the_courage_to_live_with_radical_uncertainty
794,What foods did your ancestors love?,Aparna Pallavi,December 2018,2100000,63000,https://ted.com/talks/aparna_pallavi_what_foods_did_your_ancestors_love
795,Stop being a bystander in your own life,Tracy Edwards,May 2020,2400000,74000,https://ted.com/talks/tracy_edwards_stop_being_a_bystander_in_your_own_life
796,The trials, tribulations and timeline of a COVID-19 vaccine,Jerome Kim,June 2020,256000,7600,https://ted.com/talks/jerome_kim_the_trials_tribulations_and_timeline_of_a_covid_19_vaccine
797,3 ways we can redesign cities for equity and inclusion,Vishaan Chakrabarti,May 2020,1800000,56000,https://ted.com/talks/vishaan_chakrabarti_3_ways_we_can_redesign_cities_for_equity_and_inclusion
798,How women will lead us to freedom, justice and peace,H.E. Ellen Johnson Sirleaf,December 2019,1900000,58000,https://ted.com/talks/h_e_ellen_johnson_sirleaf_how_women_will_lead_us_to_freedom_justice_and_peace
799,How organizations can create safe, inviting workplaces for returning employees,James Ludwig,June 2020,8700,262,https://ted.com/talks/james_ludwig_how_organizations_can_create_safe_inviting_workplaces_for_returning_employees
800,The beauty and complexity of finding common ground,Matt Trombley,February 2020,610000,18000,https://ted.com/talks/matt_trombley_the_beauty_and_complexity_of_finding_common_ground
801,How Dolly Parton led me to an epiphany,Jad Abumrad,June 2020,2700000,81000,https://ted.com/talks/jad_abumrad_how_dolly_parton_led_me_to_an_epiphany
802,The new urgency of climate change,Al Gore,June 2020,2300000,70000,https://ted.com/talks/al_gore_the_new_urgency_of_climate_change
803,First person vs. Second person vs. Third person,Rebekah Bergman,June 2020,673000,20000,https://ted.com/talks/rebekah_bergman_first_person_vs_second_person_vs_third_person
804,The case to infect volunteers with COVID-19 to accelerate vaccine testing,Nir Eyal,June 2020,2000000,62000,https://ted.com/talks/nir_eyal_the_case_to_infect_volunteers_with_covid_19_to_accelerate_vaccine_testing
805,How to support and celebrate living artists,Swizz Beatz,June 2020,1800000,55000,https://ted.com/talks/swizz_beatz_how_to_support_and_celebrate_living_artists
806,A vision for the future of Afghanistan,Ashraf Ghani,June 2020,263000,7900,https://ted.com/talks/ashraf_ghani_a_vision_for_the_future_of_afghanistan
807,The Factory | Think Like A Coder, Ep 9,Alex Rosenthal,June 2020,322000,9600,https://ted.com/talks/alex_rosenthal_the_factory_think_like_a_coder_ep_9
808,Why is colonialism (still) romanticized?,Farish Ahmad-Noor,September 2019,2000000,61000,https://ted.com/talks/farish_ahmad_noor_why_is_colonialism_still_romanticized
809,A day in the life of a teenage samurai,Constantine N. Vaporis,June 2020,1100000,34000,https://ted.com/talks/constantine_n_vaporis_a_day_in_the_life_of_a_teenage_samurai
810,How digital innovation can fight pandemics and strengthen democracy,Audrey Tang,June 2020,423000,12000,https://ted.com/talks/audrey_tang_how_digital_innovation_can_fight_pandemics_and_strengthen_democracy
811,The aesthetics of survival,Hari Nef,April 2016,103000,3100,https://ted.com/talks/hari_nef_the_aesthetics_of_survival
812,The necessity of normalizing queer love,Panti Bliss,September 2014,533000,16000,https://ted.com/talks/panti_bliss_the_necessity_of_normalizing_queer_love
813,The myths of gay adoption,Lynne Elvins,November 2015,573000,17000,https://ted.com/talks/lynne_elvins_the_myths_of_gay_adoption
814,"Why am I ""so gay?""",Thomas Lloyd,November 2014,3400000,103000,https://ted.com/talks/thomas_lloyd_why_am_i_so_gay
815,A path to higher education and employment for refugees,Chrystina Russell,June 2020,515000,15000,https://ted.com/talks/chrystina_russell_a_path_to_higher_education_and_employment_for_refugees
816,How racial bias works — and how to disrupt it,Jennifer L. Eberhardt,June 2020,3100000,95000,https://ted.com/talks/jennifer_l_eberhardt_how_racial_bias_works_and_how_to_disrupt_it
817,What yoga does to your body and brain,Krishna Sudhir,June 2020,2200000,68000,https://ted.com/talks/krishna_sudhir_what_yoga_does_to_your_body_and_brain
818,The new science of personalized vaccines,Ofer Levy,November 2019,410000,12000,https://ted.com/talks/ofer_levy_the_new_science_of_personalized_vaccines
819,A dose of reality about generic drugs,Katherine Eban,March 2020,411000,12000,https://ted.com/talks/katherine_eban_a_dose_of_reality_about_generic_drugs
820,Can steroids save your life?,Anees Bahji,June 2020,313000,9400,https://ted.com/talks/anees_bahji_can_steroids_save_your_life
821,The alliances needed to rebuild the developing world,Achim Steiner,June 2020,197000,5900,https://ted.com/talks/achim_steiner_the_alliances_needed_to_rebuild_the_developing_world
822,My secret to staying focused under pressure,Russell Wilson,May 2020,2700000,83000,https://ted.com/talks/russell_wilson_my_secret_to_staying_focused_under_pressure
823,How businesses can plan for the road to recovery,Rich Lesser,May 2020,10000,316,https://ted.com/talks/rich_lesser_how_businesses_can_plan_for_the_road_to_recovery
824,How fast can a vaccine be made?,Dan Kwartler,June 2020,1100000,34000,https://ted.com/talks/dan_kwartler_how_fast_can_a_vaccine_be_made
825,3 secrets of resilient people,Lucy Hone,August 2019,5000000,151000,https://ted.com/talks/lucy_hone_3_secrets_of_resilient_people
826,The restorative potential of nature's beauty,Louie Schwartzberg,June 2020,23000,716,https://ted.com/talks/louie_schwartzberg_the_restorative_potential_of_nature_s_beauty
827,"""All Together Now""", OK Go,April 2020,8700,261,https://ted.com/talks/ok_go_all_together_now
828,How drawing can set you free,Shantell Martin,May 2020,2100000,65000,https://ted.com/talks/shantell_martin_how_drawing_can_set_you_free
829,What tech companies know about your kids,Veronica Barassi,November 2019,2000000,60000,https://ted.com/talks/veronica_barassi_what_tech_companies_know_about_your_kids
830,Which voting system is the best?,Alex Gendler,June 2020,856000,25000,https://ted.com/talks/alex_gendler_which_voting_system_is_the_best
831,How to turn your dissatisfaction into action,Yvonne Aki-Sawyerr,December 2019,2200000,66000,https://ted.com/talks/yvonne_aki_sawyerr_how_to_turn_your_dissatisfaction_into_action
832,"The difference between being ""not racist"" and antiracist",Ibram X. Kendi,May 2020,2800000,86000,https://ted.com/talks/ibram_x_kendi_the_difference_between_being_not_racist_and_antiracist
833,We need to green the economy while restarting it,Nigel Topping,May 2020,1900000,57000,https://ted.com/talks/nigel_topping_we_need_to_green_the_economy_while_restarting_it
834,How flags unite (and divide) us,Michael Green,November 2019,297000,8900,https://ted.com/talks/michael_green_how_flags_unite_and_divide_us
835,What can DNA tests really tell us about our ancestry?,Prosanta Chakrabarty,June 2020,987000,29000,https://ted.com/talks/prosanta_chakrabarty_what_can_dna_tests_really_tell_us_about_our_ancestry
836,The bill has come due for the US's history of racism,Dr. Phillip Atiba Goff,June 2020,177000,5300,https://ted.com/talks/dr_phillip_atiba_goff_the_bill_has_come_due_for_the_us_s_history_of_racism
837,How to channel your presence and energy into ending injustice,Rashad Robinson,June 2020,180000,5400,https://ted.com/talks/rashad_robinson_how_to_channel_your_presence_and_energy_into_ending_injustice
838,The US needs a radical revolution of values,Dr. Bernice King,June 2020,1200000,37000,https://ted.com/talks/dr_bernice_king_the_us_needs_a_radical_revolution_of_values
839,The ACLU's call to defund the police,Anthony D. Romero,June 2020,128000,3800,https://ted.com/talks/anthony_d_romero_the_aclu_s_call_to_defund_the_police
840,How to see more and care less: The art of Georgia O'Keeffe,Iseult Gillespie,June 2020,364000,10000,https://ted.com/talks/iseult_gillespie_how_to_see_more_and_care_less_the_art_of_georgia_o_keeffe
841,The economic benefits of climate action ,Marcelo Mena,May 2020,243000,7200,https://ted.com/talks/marcelo_mena_the_economic_benefits_of_climate_action
842,5 steps to remove yourself from drama at work,Anastasia Penright,February 2020,2400000,73000,https://ted.com/talks/anastasia_penright_5_steps_to_remove_yourself_from_drama_at_work
843,How to recognize your white privilege — and use it to fight inequality,Peggy McIntosh,October 2012,431000,12000,https://ted.com/talks/peggy_mcintosh_how_to_recognize_your_white_privilege_and_use_it_to_fight_inequality
844,A day in the life of a Peruvian shaman,Gabriel Prieto,June 2020,709000,21000,https://ted.com/talks/gabriel_prieto_a_day_in_the_life_of_a_peruvian_shaman
845,The path to ending systemic racism in the US,Dr. Phillip Atiba Goff, Rashad Robinson, Dr. Bernice King, Anthony D. Romero,June 2020,2500000,75000,https://ted.com/talks/dr_phillip_atiba_goff_rashad_robinson_dr_bernice_king_anthony_d_romero_the_path_to_ending_systemic_racism_in_the_us
846,We need to address the real roots of racial violence,Megan Ming Francis,November 2015,1300000,41000,https://ted.com/talks/megan_ming_francis_we_need_to_address_the_real_roots_of_racial_violence
847,How complex global organizations are adapting to our new reality,Sunil Prashara,May 2020,8800,265,https://ted.com/talks/sunil_prashara_how_complex_global_organizations_are_adapting_to_our_new_reality
848,How tech companies can help combat the pandemic and reshape public health,Karen DeSalvo,May 2020,333000,9900,https://ted.com/talks/karen_desalvo_how_tech_companies_can_help_combat_the_pandemic_and_reshape_public_health
849,The link between climate change, health and poverty,Cheryl Holder,March 2020,291000,8700,https://ted.com/talks/cheryl_holder_the_link_between_climate_change_health_and_poverty
850,How to quickly scale up contact tracing across the US,Joia Mukherjee,May 2020,341000,10000,https://ted.com/talks/joia_mukherjee_how_to_quickly_scale_up_contact_tracing_across_the_us
851,How to support witnesses of harassment and build healthier workplaces,Julia Shaw,December 2019,1800000,56000,https://ted.com/talks/julia_shaw_how_to_support_witnesses_of_harassment_and_build_healthier_workplaces
852,When is a pandemic over?,Alex Rosenthal,June 2020,7000000,211000,https://ted.com/talks/alex_rosenthal_when_is_a_pandemic_over
853,The new jobs of the future, and other insights on the changing workforce,Ben Pring,May 2020,43000,1300,https://ted.com/talks/ben_pring_the_new_jobs_of_the_future_and_other_insights_on_the_changing_workforce
854,The true cost of financial dependence,Estelle Gibson,October 2019,2200000,67000,https://ted.com/talks/estelle_gibson_the_true_cost_of_financial_dependence
855,"""Beautifully Out of Place""",Sierra Hull,April 2020,9300,281,https://ted.com/talks/sierra_hull_beautifully_out_of_place
856,The case for vermicomposting,David Witzeneder,March 2019,8700,263,https://ted.com/talks/david_witzeneder_the_case_for_vermicomposting
857,What COVID-19 means for the future of commerce, capitalism and cash,Dan Schulman,May 2020,422000,12000,https://ted.com/talks/dan_schulman_what_covid_19_means_for_the_future_of_commerce_capitalism_and_cash
858,My story of love and loss as a transracial adoptee,Sara Jones,September 2019,2000000,61000,https://ted.com/talks/sara_jones_my_story_of_love_and_loss_as_a_transracial_adoptee
859,What is phantom traffic and why is it ruining your life?,Benjamin Seibold,May 2020,580000,17000,https://ted.com/talks/benjamin_seibold_what_is_phantom_traffic_and_why_is_it_ruining_your_life
860,Autofocusing reading glasses of the future,Nitish Padmanaban,November 2019,2200000,66000,https://ted.com/talks/nitish_padmanaban_autofocusing_reading_glasses_of_the_future
861,How to raise kids who can overcome anxiety,Anne Marie Albano,March 2020,501000,15000,https://ted.com/talks/anne_marie_albano_how_to_raise_kids_who_can_overcome_anxiety
862,The secret weapon against pandemics,Georges C. Benjamin,May 2020,1800000,56000,https://ted.com/talks/georges_c_benjamin_the_secret_weapon_against_pandemics
863,"A COVID-19 ""exit"" strategy to end lockdown and reopen the economy",Uri Alon,May 2020,2100000,64000,https://ted.com/talks/uri_alon_a_covid_19_exit_strategy_to_end_lockdown_and_reopen_the_economy
864,"Why should you read ""Moby Dick""?",Sascha Morrell,May 2020,702000,21000,https://ted.com/talks/sascha_morrell_why_should_you_read_moby_dick
865,Let's make the world wild again,Kristine Tompkins,April 2020,2200000,66000,https://ted.com/talks/kristine_tompkins_let_s_make_the_world_wild_again
866,How the US can address the tragedy of veteran suicide,Charles P. Smith,February 2020,2100000,63000,https://ted.com/talks/charles_p_smith_how_the_us_can_address_the_tragedy_of_veteran_suicide
867,How do ventilators work?,Alex Gendler,May 2020,2300000,70000,https://ted.com/talks/alex_gendler_how_do_ventilators_work
868,How to meaningfully reconnect with those who have dementia,Anne Basting,March 2020,302000,9000,https://ted.com/talks/anne_basting_how_to_meaningfully_reconnect_with_those_who_have_dementia
869,Are we interrupting the kinky sex lives of fish?,Marah J. Hardt,November 2019,1900000,59000,https://ted.com/talks/marah_j_hardt_are_we_interrupting_the_kinky_sex_lives_of_fish
870,How to rebuild the global economy,Kristalina Georgieva,May 2020,298000,8900,https://ted.com/talks/kristalina_georgieva_how_to_rebuild_the_global_economy
871,Can you solve the world's most evil wizard riddle?,Dan Finkel,May 2020,1900000,57000,https://ted.com/talks/dan_finkel_can_you_solve_the_world_s_most_evil_wizard_riddle
872,Can we edit memories?,Amy Milton,March 2019,2300000,70000,https://ted.com/talks/amy_milton_can_we_edit_memories
873,How literature can help us develop empathy,Beth Ann Fennelly,March 2020,127000,3800,https://ted.com/talks/beth_ann_fennelly_how_literature_can_help_us_develop_empathy
874,How do you know if you have a virus?,Cella Wright,May 2020,661000,19000,https://ted.com/talks/cella_wright_how_do_you_know_if_you_have_a_virus
875,To overcome challenges, stop comparing yourself to others,Dean Furness,February 2020,3500000,105000,https://ted.com/talks/dean_furness_to_overcome_challenges_stop_comparing_yourself_to_others
876,The language of being human,Poet Ali,July 2019,773000,23000,https://ted.com/talks/poet_ali_the_language_of_being_human
877,What is a coronavirus?,Elizabeth Cox,May 2020,2100000,64000,https://ted.com/talks/elizabeth_cox_what_is_a_coronavirus
878,Restoring human dignity at the US southern border,Norma Pimentel,December 2019,1400000,42000,https://ted.com/talks/norma_pimentel_restoring_human_dignity_at_the_us_southern_border
879,"An ER doctor on triaging your ""crazy busy"" life",Darria Long,November 2019,2500000,75000,https://ted.com/talks/darria_long_an_er_doctor_on_triaging_your_crazy_busy_life
880,A day in the life of an Aztec midwife,Kay Read,May 2020,1100000,33000,https://ted.com/talks/kay_read_a_day_in_the_life_of_an_aztec_midwife
881,The US is addicted to incarceration. Here's how to break the cycle,Robin Steinberg and Manoush Zomorodi,December 2019,1900000,57000,https://ted.com/talks/robin_steinberg_and_manoush_zomorodi_the_us_is_addicted_to_incarceration_here_s_how_to_break_the_cycle
882,Self-compassion for the self-critical,Checking In with Susan David,May 2020,10000,305,https://ted.com/talks/checking_in_with_susan_david_self_compassion_for_the_self_critical
883,Why students should have mental health days,Hailey Hardcastle,January 2020,3000000,92000,https://ted.com/talks/hailey_hardcastle_why_students_should_have_mental_health_days
884,Erotismo en la vejez,Ricardo Iacub,August 2014,842000,25000,https://ted.com/talks/ricardo_iacub_erotismo_en_la_vejez
885,A virus detection network to stop the next pandemic,Pardis Sabeti and Christian Happi,April 2020,1800000,56000,https://ted.com/talks/pardis_sabeti_and_christian_happi_a_virus_detection_network_to_stop_the_next_pandemic
886,How American and Chinese values shaped the coronavirus response,Huang Hung,April 2020,2200000,66000,https://ted.com/talks/huang_hung_how_american_and_chinese_values_shaped_the_coronavirus_response
887,What causes opioid addiction, and why is it so tough to combat?,Mike Davis,May 2020,2000000,62000,https://ted.com/talks/mike_davis_what_causes_opioid_addiction_and_why_is_it_so_tough_to_combat
888,What you need to know about face surveillance,Kade Crockford,November 2019,2100000,63000,https://ted.com/talks/kade_crockford_what_you_need_to_know_about_face_surveillance
889,The cost of work stress — and how to reduce it,Rob Cooke,February 2020,2600000,79000,https://ted.com/talks/rob_cooke_the_cost_of_work_stress_and_how_to_reduce_it
890,Which is better: Soap or hand sanitizer?,Alex Rosenthal and Pall Thordarson,May 2020,4900000,148000,https://ted.com/talks/alex_rosenthal_and_pall_thordarson_which_is_better_soap_or_hand_sanitizer
891,The mental health benefits of storytelling for health care workers,Laurel Braitman,April 2019,1800000,56000,https://ted.com/talks/laurel_braitman_the_mental_health_benefits_of_storytelling_for_health_care_workers
892,How we're using AI to discover new antibiotics,Jim Collins,April 2020,1900000,58000,https://ted.com/talks/jim_collins_how_we_re_using_ai_to_discover_new_antibiotics
893,What really happened during the Salem Witch Trials,Brian A. Pavlac,May 2020,4800000,146000,https://ted.com/talks/brian_a_pavlac_what_really_happened_during_the_salem_witch_trials
894,"A new way to ""grow"" islands and coastlines",Skylar Tibbits,April 2019,283000,8500,https://ted.com/talks/skylar_tibbits_a_new_way_to_grow_islands_and_coastlines
895,This sea creature breathes through its butt,Cella Wright,April 2020,384000,11000,https://ted.com/talks/cella_wright_this_sea_creature_breathes_through_its_butt
896,The electrifying speeches of Sojourner Truth,Daina Ramey Berry,April 2020,352000,10000,https://ted.com/talks/daina_ramey_berry_the_electrifying_speeches_of_sojourner_truth
897,"The injustice of ""policing for profit"" — and how to end it",Dick M. Carpenter II,June 2019,2000000,60000,https://ted.com/talks/dick_m_carpenter_ii_the_injustice_of_policing_for_profit_and_how_to_end_it
898,The dark history of IQ tests,Stefan C. Dombrowski,April 2020,1800000,55000,https://ted.com/talks/stefan_c_dombrowski_the_dark_history_of_iq_tests
899,Crisis support for the world, one text away,Nancy Lublin,April 2020,1000000,30000,https://ted.com/talks/nancy_lublin_crisis_support_for_the_world_one_text_away
900,A global pandemic calls for global solutions,Larry Brilliant,April 2020,2200000,68000,https://ted.com/talks/larry_brilliant_a_global_pandemic_calls_for_global_solutions
901,What happens if you cut down all of a city's trees?,Stefan Al,April 2020,1600000,50000,https://ted.com/talks/stefan_al_what_happens_if_you_cut_down_all_of_a_city_s_trees
902,The benefits of expressing your emotions (constructively),Artūrs Miksons,November 2018,278000,8300,https://ted.com/talks/arturs_miksons_the_benefits_of_expressing_your_emotions_constructively
903,The wildly complex anatomy of a sneaker,Angel Chang,April 2020,526000,15000,https://ted.com/talks/angel_chang_the_wildly_complex_anatomy_of_a_sneaker
904,How to shift your mindset and choose your future,Tom Rivett-Carnac,April 2020,2800000,86000,https://ted.com/talks/tom_rivett_carnac_how_to_shift_your_mindset_and_choose_your_future
905,An ode to living on Earth,Oliver Jeffers,April 2020,2200000,66000,https://ted.com/talks/oliver_jeffers_an_ode_to_living_on_earth
906,What's missing from the American immigrant narrative,Elizabeth Camarillo Gutierrez,February 2020,2000000,60000,https://ted.com/talks/elizabeth_camarillo_gutierrez_what_s_missing_from_the_american_immigrant_narrative
907,An evolutionary perspective on human health and disease,Lara Durgavich,March 2019,2000000,62000,https://ted.com/talks/lara_durgavich_an_evolutionary_perspective_on_human_health_and_disease
908,What's the point(e) of ballet?,Ming Luke,April 2020,364000,10000,https://ted.com/talks/ming_luke_what_s_the_point_e_of_ballet
909,Spectacular, glorious, musical wizardry,Jacob Collier,April 2020,547000,16000,https://ted.com/talks/jacob_collier_spectacular_glorious_musical_wizardry
910,How to co-parent as allies, not adversaries,Ebony Roberts and Shaka Senghor,November 2019,2100000,65000,https://ted.com/talks/ebony_roberts_and_shaka_senghor_how_to_co_parent_as_allies_not_adversaries
911,How to use creative writing to bear witness,Sakinah Hofler,February 2020,56000,1600,https://ted.com/talks/sakinah_hofler_how_to_use_creative_writing_to_bear_witness
912,The Gauntlet | Think Like A Coder, Ep 8,Alex Rosenthal,April 2020,424000,12000,https://ted.com/talks/alex_rosenthal_the_gauntlet_think_like_a_coder_ep_8
913,"How to find ""flow"" (and lose yourself in it)",Diane Allen,November 2019,101000,3000,https://ted.com/talks/diane_allen_how_to_find_flow_and_lose_yourself_in_it
914,First step to collaboration? Don't be so defensive!,Jim Tamm,April 2015,588000,17000,https://ted.com/talks/jim_tamm_first_step_to_collaboration_don_t_be_so_defensive
915,Racism has a cost for everyone,Heather C. McGhee,December 2019,2400000,74000,https://ted.com/talks/heather_c_mcghee_racism_has_a_cost_for_everyone
916,How to spark your curiosity, scientifically,Nadya Mason,November 2019,478000,14000,https://ted.com/talks/nadya_mason_how_to_spark_your_curiosity_scientifically
917,The bug that poops candy,George Zaidan,April 2020,3400000,102000,https://ted.com/talks/george_zaidan_the_bug_that_poops_candy
918,The hidden life of Rosa Parks,Riché D. Richardson,April 2020,490000,14000,https://ted.com/talks/riche_d_richardson_the_hidden_life_of_rosa_parks
919,The wonders of the molecular world, animated,Janet Iwasa,April 2019,460000,13000,https://ted.com/talks/janet_iwasa_the_wonders_of_the_molecular_world_animated
920,The galactic recipe for a living planet,Karin Öberg,November 2019,442000,13000,https://ted.com/talks/karin_oberg_the_galactic_recipe_for_a_living_planet
921,How the coronavirus pandemic is changing the world,Fareed Zakaria,April 2020,1000000,30000,https://ted.com/talks/fareed_zakaria_how_the_coronavirus_pandemic_is_changing_the_world
922,How the coronavirus is impacting India — and what needs to happen next,Gayathri Vasudevan,April 2020,251000,7500,https://ted.com/talks/gayathri_vasudevan_how_the_coronavirus_is_impacting_india_and_what_needs_to_happen_next
923,Investing in health care workers strengthens communities,Raj Panjabi,September 2019,7400,223,https://ted.com/talks/raj_panjabi_investing_in_health_care_workers_strengthens_communities
924,What coronavirus means for the global economy,Ray Dalio,April 2020,2300000,70000,https://ted.com/talks/ray_dalio_what_coronavirus_means_for_the_global_economy
925,How does alcohol make you drunk?,Judy Grisel,April 2020,7400000,224000,https://ted.com/talks/judy_grisel_how_does_alcohol_make_you_drunk
926,A global hackathon to take on the coronavirus pandemic,Marko Russiver,April 2020,258000,7700,https://ted.com/talks/marko_russiver_a_global_hackathon_to_take_on_the_coronavirus_pandemic
927,How understanding divorce can help your marriage,Jeannie Suk Gersen,December 2019,2900000,87000,https://ted.com/talks/jeannie_suk_gersen_how_understanding_divorce_can_help_your_marriage
928,How health workers are responding to the COVID-19 pandemic,Esther Choo,April 2020,339000,10000,https://ted.com/talks/esther_choo_how_health_workers_are_responding_to_the_covid_19_pandemic
929,A history of Indigenous languages — and how to revitalize them,Lindsay Morcom,February 2019,2000000,61000,https://ted.com/talks/lindsay_morcom_a_history_of_indigenous_languages_and_how_to_revitalize_them
930,How the Monkey King escaped the underworld,Shunan Teng,April 2020,1500000,45000,https://ted.com/talks/shunan_teng_how_the_monkey_king_escaped_the_underworld
931,An ethical plan for ending the pandemic and restarting the economy,Danielle Allen,April 2020,2100000,65000,https://ted.com/talks/danielle_allen_an_ethical_plan_for_ending_the_pandemic_and_restarting_the_economy
932,The art forger who tricked the Nazis,Noah Charney,April 2020,1500000,45000,https://ted.com/talks/noah_charney_the_art_forger_who_tricked_the_nazis
933,In uncertain times, think like a mother,Yifat Susskind,December 2019,2100000,65000,https://ted.com/talks/yifat_susskind_in_uncertain_times_think_like_a_mother
934,The intangible effects of walls,Alexandra Auer,February 2019,2100000,63000,https://ted.com/talks/alexandra_auer_the_intangible_effects_of_walls_apr_2020
935,It's OK to feel overwhelmed. Here's what to do next,Elizabeth Gilbert,April 2020,2900000,87000,https://ted.com/talks/elizabeth_gilbert_it_s_ok_to_feel_overwhelmed_here_s_what_to_do_next
936,"""Accept Who I Am""", Butterscotch,December 2019,31000,933,https://ted.com/talks/butterscotch_accept_who_i_am
937,What it's really like to have autism,Ethan Lisi,February 2020,1900000,58000,https://ted.com/talks/ethan_lisi_what_it_s_really_like_to_have_autism
938,Can you solve the sea monster riddle?,Daniel Finkel,April 2020,2200000,66000,https://ted.com/talks/daniel_finkel_can_you_solve_the_sea_monster_riddle
939,Why sleep matters now more than ever,Matt Walker,April 2020,2400000,74000,https://ted.com/talks/matt_walker_why_sleep_matters_now_more_than_ever
940,How to make pandemics optional, not inevitable,Sonia Shah,March 2020,343000,10000,https://ted.com/talks/sonia_shah_how_to_make_pandemics_optional_not_inevitable
941,How you can help save the monarch butterfly — and the planet,Mary Ellen Hannibal,December 2019,1100000,33000,https://ted.com/talks/mary_ellen_hannibal_how_you_can_help_save_the_monarch_butterfly_and_the_planet
942,History vs. Sigmund Freud,Todd Dufresne,March 2020,1500000,47000,https://ted.com/talks/todd_dufresne_history_vs_sigmund_freud
943,How we can navigate the coronavirus pandemic with courage and hope,Rabbi Lord Jonathan Sacks,March 2020,354000,10000,https://ted.com/talks/rabbi_lord_jonathan_sacks_how_we_can_navigate_the_coronavirus_pandemic_with_courage_and_hope
944,How forgiveness can create a more just legal system,Martha Minow,December 2019,1900000,59000,https://ted.com/talks/martha_minow_how_forgiveness_can_create_a_more_just_legal_system
945,How to create meaningful connections while apart,Priya Parker,March 2020,355000,10000,https://ted.com/talks/priya_parker_how_to_create_meaningful_connections_while_apart
946,How the world's longest underwater tunnel was built,Alex Gendler,March 2020,2800000,85000,https://ted.com/talks/alex_gendler_how_the_world_s_longest_underwater_tunnel_was_built
947,Et si la bière était féminine ? | Elisabeth Pierre | TEDxToulouse,Elisabeth Pierre,May 2014,4600,139,https://ted.com/talks/elisabeth_pierre_l_histoire_inedite_des_femmes_a_l_origine_de_la_biere
948,The overlooked legacy of Hollywood's first female directors,Alicia Malone,May 2017,31000,951,https://ted.com/talks/alicia_malone_the_overlooked_legacy_of_hollywood_s_first_female_directors
949,The pioneering women who helped create modern computing,Kathy Kleiman,November 2017,15000,473,https://ted.com/talks/kathy_kleiman_the_pioneering_women_who_helped_create_modern_computing
950,The quest for the coronavirus vaccine,Seth Berkley,March 2020,635000,19000,https://ted.com/talks/seth_berkley_the_quest_for_the_coronavirus_vaccine
951,Indigenous knowledge meets science to take on climate change,Hindou Oumarou Ibrahim,December 2019,1200000,37000,https://ted.com/talks/hindou_oumarou_ibrahim_indigenous_knowledge_meets_science_to_take_on_climate_change
